	Organism	Txid	Temp	OGT	Source	Features
990	Methanococcus maripaludis C5	39152,402880		42.0	http://genome.jgi-psf.org/metmc/metmc.home.html	{'AssemblyID': 'GCA_000016125.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016125.1_ASM1612v1'}
991	Natronococcus amylolyticus DSM 10524	44470,1227497		42.0	http://ijs.sgmjournals.org/content/45/4/762.full.pdf	{'AssemblyID': 'GCA_000337675.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337675.1_ASM33767v1'}
992	Nitrososphaera viennensis EN76	1034015,926571		42.0	http://www.ncbi.nlm.nih.gov/pubmed/24907263	{'AssemblyID': 'GCA_000698785.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000698785.1_ASM69878v1'}
993	Halobiforma lacisalsi AJ5	229731,358396		43.0	http://ijs.sgmjournals.org/content/55/5/1949.full	{'AssemblyID': 'GCA_000336655.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336655.1_ASM33665v1'}
994	Haloferax larsenii JCM 13917	302484,1227460		43.0	http://www.ncbi.nlm.nih.gov/pubmed/17392193	{'AssemblyID': 'GCA_000336955.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336955.1_ASM33695v1'}
995	Haloferax prahovense DSM 18310	381852,1227461		43.0	http://www.ncbi.nlm.nih.gov/pubmed/17267985	{'AssemblyID': 'GCA_000336815.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336815.1_ASM33681v1'}
996	Natrinema versiforme JCM 10478	88724,1227496		43.0	http://ijs.sgmjournals.org/content/50/3/1297.full.pdf	{'AssemblyID': 'GCA_000337195.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337195.1_ASM33719v1'}
997	Haloarcula japonica DSM 6131	29282,1227453		44.0	http://www.ncbi.nlm.nih.gov/pubmed/21340748	{'AssemblyID': 'GCA_000336635.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336635.1_ASM33663v1'}
998	Natronomonas pharaonis DSM 2160	2257,348780		44.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC545725/ http://www.sciencedirect.com/science/article/pii/S0723202084800508	{'AssemblyID': 'GCA_000026045.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000026045.1_ASM2604v1'}
999	Haloarcula marismortui ATCC 43049	2238,272569		45.0	http://ijs.sgmjournals.org/content/40/2/209.abstract	{'AssemblyID': 'GCA_000011085.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011085.1_ASM1108v1'}
1000	Haloferax volcanii DS2	2246,309800		45.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC545725/	{'AssemblyID': 'GCA_000025685.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025685.1_ASM2568v1'}
1001	Haloquadratum walsbyi C23	293091,768065		45.0	http://ijs.sgmjournals.org/content/57/2/387.abstract	{'AssemblyID': 'GCA_000237865.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000237865.1_ASM23786v1'}
1002	Halorhabdus tiamatea SARL4B	430914,1033806		45.0	http://www.ncbi.nlm.nih.gov/pubmed/18175711	{'AssemblyID': 'GCA_000470655.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000470655.1_HATI1'}
1003	Haloterrigena sp. H13	1416969,1416969		45.0	http://www.ncbi.nlm.nih.gov/genome/?term=txid1416969[Organism:noexp]	{'AssemblyID': 'GCA_000690595.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000690595.1_LPSSH13'}
1004	Methanocella arvoryzae MRE50	1175445,351160		45.0	http://www.ncbi.nlm.nih.gov/pubmed/20097796	{'AssemblyID': 'GCA_000063445.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000063445.1_ASM6344v1'}
1005	Methanosalsum zhilinae DSM 4017	39669,679901		45.0	http://www.ncbi.nlm.nih.gov/pubmed/11540079	{'AssemblyID': 'GCA_000217995.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000217995.1_ASM21799v1'}
1006	Natrialba chahannaoensis JCM 10990	68911,1227492		45.0	http://ijs.sgmjournals.org/content/51/5/1693.full.pdf	{'AssemblyID': 'GCA_000337135.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337135.1_ASM33713v1'}
1007	Natronorubrum bangense JCM 10635	61858,1227500		45.0	http://ijs.sgmjournals.org/content/49/1/261.full.pdf	{'AssemblyID': 'GCA_000337715.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337715.1_ASM33771v1'}
1008	Natronorubrum sulfidifaciens JCM 14089	388259,1230460		45.0	http://www.ncbi.nlm.nih.gov/pubmed/17392197	{'AssemblyID': 'GCA_000337735.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337735.1_ASM33773v1'}
1009	Thaumarchaeota archaeon N4	1407055,1407055		45.0	http://www.plosone.org/article/fetchObject.action?uri=info%3Adoi%2F10.1371%2Fjournal.pone.0080835&representation=PDF	{'AssemblyID': 'GCA_000723185.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000723185.1_APF_1883_PRJEB4650'}
1010	Candidatus Nitrososphaera gargensis Ga9.2	497727,1237085		46.0	http://www.ncbi.nlm.nih.gov/pubmed/23057602	{'AssemblyID': 'GCA_000303155.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000303155.1_ASM30315v1'}
1011	Halorubrum lipolyticum DSM 21995	368624,1227482		46.0	http://ijs.sgmjournals.org/content/56/7/1631.full	{'AssemblyID': 'GCA_000337375.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337375.1_ASM33737v1'}
1012	Methanococcus aeolicus Nankai-3	42879,419665		46.0	http://www.ncbi.nlm.nih.gov/pubmed/16825624	{'AssemblyID': 'GCA_000017185.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017185.1_ASM1718v1'}
1013	Haloferax elongans ATCC BAA-1513	403191,1230453		47.0	http://www.ncbi.nlm.nih.gov/pubmed/18398172	{'AssemblyID': 'GCA_000336755.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336755.1_ASM33675v1'}
1014	Haloterrigena limicola JCM 13563	370323,1230457		47.0	http://ijs.sgmjournals.org/content/56/8/1837.full.pdf	{'AssemblyID': 'GCA_000337475.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337475.1_ASM33747v1'}
1015	Haloferax mucosum ATCC BAA-1512	403181,662479		48.0	http://www.ncbi.nlm.nih.gov/pubmed/18398172	{'AssemblyID': 'GCA_000337815.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337815.1_ASM33781v1'}
1016	Halorhabdus utahensis DSM 12940	146826,519442		50.0	http://www.ncbi.nlm.nih.gov/pubmed/10826803	{'AssemblyID': 'GCA_000023945.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000023945.1_ASM2394v1'}
1017	Halorubrum saccharovorum	2248,2248		50.0	http://www.ncbi.nlm.nih.gov/pubmed/1260548?dopt=Abstract	{'AssemblyID': 'GCA_000700025.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000700025.2_ASM70002v2'}
1018	Haloterrigena thermotolerans DSM 11522	121872,1227489		50.0	http://www.ncbi.nlm.nih.gov/pubmed/10843046	{'AssemblyID': 'GCA_000337115.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337115.1_ASM33711v1'}
1019	Methanohalobium evestigatum Z-7303	2322,644295		50.0	https://www.dsmz.de/catalogues/details/culture/DSM-3721.html	{'AssemblyID': 'GCA_000196655.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000196655.1_ASM19665v1'}
1020	Natrialba hulunbeirensis JCM 10989	123783,1227493		50.0	http://ijs.sgmjournals.org/content/51/5/1693.full.pdf	{'AssemblyID': 'GCA_000337575.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337575.1_ASM33757v1'}
1021	Haloterrigena turkmenica DSM 5511	62320,543526		51.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC545725/	{'AssemblyID': 'GCA_000025325.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025325.1_ASM2532v1'}
1022	Methanocella conradii HZ254	1175444,1041930		55.0	http://www.ncbi.nlm.nih.gov/pubmed/22530002	{'AssemblyID': 'GCA_000251105.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000251105.1_ASM25110v1'}
1023	Methanosaeta thermophila PT	2224,349307		57.0	http://www.ncbi.nlm.nih.gov/pubmed/1380291	{'AssemblyID': 'GCA_000014945.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000014945.1_ASM1494v1'}
1024	Sulfolobus islandicus Y.N.15.51	43080,419942		59.0	http://www.ncbi.nlm.nih.gov/pubmed/19435847	{'AssemblyID': 'GCA_000022485.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022485.1_ASM2248v1'}
1025	Thermoplasma acidophilum DSM 1728	2303,273075		59.0	http://www.ncbi.nlm.nih.gov/pubmed/11029001 http://www.ncbi.nlm.nih.gov/pubmed/5481857?dopt=Abstract&holding=npg	{'AssemblyID': 'GCA_000195915.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000195915.1_ASM19591v1'}
1026	Picrophilus torridus DSM 9790	82076,263820		60.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC428478/	{'AssemblyID': 'GCA_000008265.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008265.1_ASM826v1'}
1027	Methanothermococcus okinawensis IH1	155863,647113		62.0	http://www.ncbi.nlm.nih.gov/pubmed/12148612	{'AssemblyID': 'GCA_000179575.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000179575.2_ASM17957v2'}
1028	Metallosphaera cuprina Ar-4	1006005,1006006		65.0	http://www.ncbi.nlm.nih.gov/pubmed/21057050	{'AssemblyID': 'GCA_000204925.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000204925.1_ASM20492v1'}
1029	Metallosphaera yellowstonensis MK1	1111107,671065		65.0	http://www.ncbi.nlm.nih.gov/pubmed/21239558	{'AssemblyID': 'GCA_000243315.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000243315.1_ASM24331v1'}
1030	Methanothermobacter marburgensis str. Marburg	145263,79929		65.0	http://www.dsmz.de/catalogues/details/culture/DSM-2133.html	{'AssemblyID': 'GCA_000145295.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000145295.1_ASM14529v1'}
1031	Methanothermobacter thermautotrophicus str. Delta H	145262,187420		65.0	http://jb.asm.org/content/179/22/7135.full.pdf	{'AssemblyID': 'GCA_000008645.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008645.1_ASM864v1'}
1032	Sulfolobales archaeon AZ1	1326980,1326980		65.0	http://genomea.asm.org/content/2/2/e00164-14.full	{'AssemblyID': 'GCA_000961135.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000961135.1_ASM96113v1'}
1033	Fervidicoccus fontis Kam940	683846,1163730		67.0	http://www.ncbi.nlm.nih.gov/pubmed/19837732	{'AssemblyID': 'GCA_000258425.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000258425.1_ASM25842v1'}
1034	Thermoplasma volcanium GSS1	50339,273116		67.0	http://www.sciencedirect.com/science/article/pii/S0723202088800316	{'AssemblyID': 'GCA_000011185.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011185.1_ASM1118v1'}
1035	Aciduliprofundum boonei T469	379547,439481		70.0	http://www.nature.com/nature/journal/v442/n7101/full/nature04921.html	{'AssemblyID': 'GCA_000025665.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025665.1_ASM2566v1'}
1036	Aciduliprofundum sp. MAR08-339	673860,673860		70.0	http://www.ncbi.nlm.nih.gov/nuccore/432134635	{'AssemblyID': 'GCA_000327505.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000327505.1_ASM32750v1'}
1037	Candidatus Caldiarchaeum subterraneum	311458,311458		70.0	http://nar.oxfordjournals.org/content/39/8/3204.long	{'AssemblyID': 'GCA_000270325.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000270325.1_ASM27032v1'}
1038	Caldisphaera lagunensis DSM 15908	200415,1056495		72.0	http://www.ncbi.nlm.nih.gov/pubmed/12892143	{'AssemblyID': 'GCA_000317795.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000317795.1_ASM31779v1'}
1039	Sulfolobus islandicus Y.G.57.14	43080,439386		72.0	http://www.ncbi.nlm.nih.gov/pubmed/19435847	{'AssemblyID': 'GCA_000022465.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022465.1_ASM2246v1'}
1040	Archaeoglobus sulfaticallidus PM70-1	1316941,387631		75.0	http://www.ncbi.nlm.nih.gov/pubmed/20061497	{'AssemblyID': 'GCA_000385565.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000385565.1_ASM38556v1'}
1041	Candidatus Acidianus copahuensis	1160895,1160895		75.0	http://www.ncbi.nlm.nih.gov/genome/?term=txid1160895[Organism:noexp]	{'AssemblyID': 'GCA_000632495.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000632495.1_AciCop1.0'}
1042	Metallosphaera sedula DSM 5348	43687,399549		75.0	http://genome.jgi-psf.org/metse/metse.home.html	{'AssemblyID': 'GCA_000016605.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016605.1_ASM1660v1'}
1043	Methanotorris formicicus Mc-S-70	213185,647171		75.0	http://www.ncbi.nlm.nih.gov/pubmed/15280275	{'AssemblyID': 'GCA_000243455.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000243455.2_ASM24345v2'}
1044	Sulfolobus solfataricus 98/2	2287,555311		75.0	https://microbewiki.kenyon.edu/index.php/Sulfolobus_solfataricus	{'AssemblyID': 'GCA_000024745.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024745.1_ASM2474v1'}
1045	Sulfolobus islandicus M.16.27	43080,427318		76.0	http://www.ncbi.nlm.nih.gov/pubmed/19435847	{'AssemblyID': 'GCA_000022425.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022425.1_ASM2242v1'}
1046	Sulfolobus islandicus M.16.4	43080,426118		76.0	http://www.ncbi.nlm.nih.gov/pubmed/19435847	{'AssemblyID': 'GCA_000022445.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022445.1_ASM2244v1'}
1047	Sulfolobus islandicus REY15A	43080,930945		77.0	http://www.biochemsoctrans.org/bst/ev/037/0092/bst0370092_ev.htm	{'AssemblyID': 'GCA_000189555.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000189555.1_ASM18955v1'}
1048	Sulfolobus islandicus L.D.8.5	43080,425944		78.0	http://www.ncbi.nlm.nih.gov/pubmed/19435847	{'AssemblyID': 'GCA_000024305.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024305.1_ASM2430v1'}
1049	Sulfolobus islandicus L.S.2.15	43080,429572		78.0	http://www.ncbi.nlm.nih.gov/pubmed/19435847	{'AssemblyID': 'GCA_000022385.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022385.1_ASM2238v1'}
1050	Thermococcus sibiricus MM 739	172049,604354		78.0	http://www.ncbi.nlm.nih.gov/pubmed/11354459	{'AssemblyID': 'GCA_000022545.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022545.1_ASM2254v1'}
1051	Archaeoglobus veneficus SNP6	58290,693661		80.0	http://www.sciencedirect.com/science/article/pii/S0723202097800057	{'AssemblyID': 'GCA_000194625.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000194625.1_ASM19462v1'}
1052	Methanocaldococcus vulcanius M7	73913,579137		80.0	http://www.ncbi.nlm.nih.gov/pubmed/10319479	{'AssemblyID': 'GCA_000024625.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024625.1_ASM2462v1'}
1053	Palaeococcus pacificus DY20341	971279,1343739		80.0	http://www.ncbi.nlm.nih.gov/genome/?term=txid971279[Organism:exp]	{'AssemblyID': 'GCA_000725425.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000725425.1_ASM72542v1'}
1054	Sulfolobus acidocaldarius DSM 639	2285,330779		80.0	http://www.ncbi.nlm.nih.gov/pubmed/15995215 http://www.ncbi.nlm.nih.gov/pubmed/4559703	{'AssemblyID': 'GCA_000012285.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012285.1_ASM1228v1'}
1055	Sulfolobus solfataricus P2	2287,273057		80.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC35428/	{'AssemblyID': 'GCA_000007005.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007005.1_ASM700v1'}
1056	Sulfolobus tokodaii str. 7	111955,273063		80.0	http://link.springer.com/content/pdf/10.1007/s007920100221	{'AssemblyID': 'GCA_000011205.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011205.1_ASM1120v1'}
1057	Thermococcus onnurineus NA1	342948,523850		80.0	http://cat.inist.fr/?aModele=afficheN&cpsidt=18337406	{'AssemblyID': 'GCA_000018365.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018365.1_ASM1836v1'}
1058	Thermococcus sp. 4557	1042877,1042877		80.0	http://jb.asm.org/content/193/19/5544.full http://www.ncbi.nlm.nih.gov/pubmed/17329765?dopt=Abstract	{'AssemblyID': 'GCA_000221185.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000221185.1_ASM22118v1'}
1059	Thermococcus sp. AM4	246969,246969		80.0	http://jb.asm.org/content/193/24/7019.full	{'AssemblyID': 'GCA_000151205.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000151205.2_ASM15120v2'}
1060	Acidilobus saccharovorans 345-15	242703,666510		82.0	http://www.ncbi.nlm.nih.gov/pubmed/19643887	{'AssemblyID': 'GCA_000144915.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000144915.1_ASM14491v1'}
1061	Archaeoglobus profundus DSM 5631	84156,572546		82.0	http://www.sciencedirect.com/science/article/pii/S0723202011801761 http://standardsingenomics.org/index.php/sigen/article/view/sigs.942153/315	{'AssemblyID': 'GCA_000025285.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025285.1_ASM2528v1'}
1062	Desulfurococcus fermentans DSM 16532	228748,768672		82.0	http://www.ncbi.nlm.nih.gov/pubmed/15879224	{'AssemblyID': 'GCA_000231015.3', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000231015.3_ASM23101v3'}
1063	nanoarchaeote Nst1	1294122,1294122		82.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3655853/	{'AssemblyID': 'GCA_000387965.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000387965.1_Nst1'}
1064	Archaeoglobus fulgidus DSM 4304	2234,224325		83.0	http://www.ncbi.nlm.nih.gov/pubmed/9389475	{'AssemblyID': 'GCA_000008665.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008665.1_ASM866v1'}
1065	Methanothermus fervidus DSM 2088	2180,523846		83.0	http://www.sciencedirect.com/science/article/pii/S0721957181800385 http://epub.uni-regensburg.de/10896/1/ubr04648_ocr.pdf	{'AssemblyID': 'GCA_000166095.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000166095.1_ASM16609v1'}
1066	Pyrobaculum sp. 1860	1104324,1104324		84.0	http://jb.asm.org/content/194/3/727.long	{'AssemblyID': 'GCA_000234805.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000234805.1_ASM23480v1'}
1067	Thermogladius cellulolyticus 1633	1200300,1184251		84.0	http://jb.asm.org/content/194/16/4446.full	{'AssemblyID': 'GCA_000264495.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000264495.1_ASM26449v1'}
1068	Acidianus hospitalis W1	563177,933801		85.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3119797/ http://www.sciencedirect.com/science/article/pii/S0042682203004811	{'AssemblyID': 'GCA_000213215.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000213215.1_ASM21321v1'}
1069	Aeropyrum camini SY1 = JCM 12091	229980,1198449		85.0	http://www.ncbi.nlm.nih.gov/pubmed/15023940	{'AssemblyID': 'GCA_000591035.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000591035.1_ASM59103v1'}
1070	Caldivirga maquilingensis IC-167	76887,397948		85.0	http://www.ncbi.nlm.nih.gov/pubmed/10425774	{'AssemblyID': 'GCA_000018305.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018305.1_ASM1830v1'}
1071	Candidatus Korarchaeum cryptofilum OPF8	498846,374847		85.0	http://www.pnas.org/content/105/23/8102.long	{'AssemblyID': 'GCA_000019605.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019605.1_ASM1960v1'}
1072	Desulfurococcus kamchatkensis 1221n	477693,490899		85.0	http://www.ncbi.nlm.nih.gov/pubmed/19542129	{'AssemblyID': 'GCA_000020905.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020905.1_ASM2090v1'}
1073	Desulfurococcus mucosus DSM 2162	2275,765177		85.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3111991/	{'AssemblyID': 'GCA_000186365.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000186365.1_ASM18636v1'}
1074	Ferroglobus placidus DSM 10642	54261,589924		85.0	http://link.springer.com/article/10.1007/s002030050388	{'AssemblyID': 'GCA_000025505.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025505.1_ASM2550v1'}
1075	Methanocaldococcus fervens AG86	83171,573064		85.0	http://www.ncbi.nlm.nih.gov/pubmed/10319479	{'AssemblyID': 'GCA_000023985.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000023985.1_ASM2398v1'}
1076	Methanocaldococcus infernus ME	67760,573063		85.0	http://ijs.sgmjournals.org/content/48/3/913.short	{'AssemblyID': 'GCA_000092305.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092305.1_ASM9230v1'}
1077	Methanocaldococcus jannaschii DSM 2661	2190,243232		85.0	http://link.springer.com/article/10.1007/BF00425213	{'AssemblyID': 'GCA_000091665.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000091665.1_ASM9166v1'}
1078	Pyrobaculum neutrophilum V24Sta	70771,444157		85.0	http://ijs.sgmjournals.org/content/early/2012/05/04/ijs.0.043091-0.abstract http://www.straininfo.net/strains/157917/browser	{'AssemblyID': 'GCA_000019805.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019805.1_ASM1980v1'}
1079	Staphylothermus hellenicus DSM 12710	84599,591019		85.0	http://www.ncbi.nlm.nih.gov/pubmed/11155985	{'AssemblyID': 'GCA_000092465.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092465.1_ASM9246v1'}
1080	Thermococcus barophilus MP	55802,391623		85.0	http://www.ncbi.nlm.nih.gov/pubmed/10319455	{'AssemblyID': 'GCA_000151105.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000151105.2_ASM15110v2'}
1081	Thermococcus kodakarensis KOD1	311400,69014		85.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2685570/	{'AssemblyID': 'GCA_000009965.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009965.1_ASM996v1'}
1082	Thermosphaera aggregans DSM 11486	54254,633148		85.0	http://www.ncbi.nlm.nih.gov/pubmed/9542073	{'AssemblyID': 'GCA_000092185.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092185.1_ASM9218v1'}
1083	Vulcanisaeta distributa DSM 14429	164451,572478		87.0	http://www.ncbi.nlm.nih.gov/pubmed/12148613	{'AssemblyID': 'GCA_000148385.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000148385.1_ASM14838v1'}
1084	Thermococcus nautili	195522,195522		87.5	http://www.ncbi.nlm.nih.gov/pubmed/24556637	{'AssemblyID': 'GCA_000585495.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000585495.1_ASM58549v1'}
1085	Methanotorris igneus Kol 5	2189,880724		88.0	http://www.sciencedirect.com/science/article/pii/S0723202011801979	{'AssemblyID': 'GCA_000214415.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000214415.1_ASM21441v1'}
1086	Thermococcus gammatolerans EJ3	187878,593117		88.0	http://ijs.sgmjournals.org/content/53/3/847.abstract	{'AssemblyID': 'GCA_000022365.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022365.1_ASM2236v1'}
1087	Thermococcus litoralis DSM 5473	2265,523849		88.0	http://jb.asm.org/content/194/9/2375.long	{'AssemblyID': 'GCA_000246985.3', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000246985.3_ASM24698v3'}
